40.5994409000 24.9169178000 58.4127700000 89.4601690000 65.6943700000
62.5112100000 30.3664750000 58.4060000000 35.3054000000 70.5057970000
38.7050000000 27.8720079000 84.1494500000 83.0518880000 53.0738909500
99.2026099500 71.6460000000 47.9548000000 67.6302200000 00.1046945540
55.1470000000 59.2902656000 61.0944644600 70.5616000000 81.3806572800
00.8753100000 51.8961302000 95.2880500000 53.2365800000 95.6955497900
31.0475722000 55.0400740000 47.3445000000 18.7499196000 63.2227000000
28.5224260000 05.9375088300 89.6125833500 75.8127600000 22.1045767000
24.8438000000 96.6336000000 09.5471000000 83.4495000000 60.5183520000
50.2011579000 75.7137680000 14.9465300000 98.0084770000 12.4617335000
55.0498000000 00.2097690453 38.5776312800 55.3549043000 55.9640000000
16.9313768300 47.4619200000 88.1520000000 75.2215000000 14.2661000000
93.2629000000 88.8920000000 36.3148583000 61.7140796000 97.3676000000
35.7456500000 90.9475280000 73.7207130300 86.0628764300 00.6459562583
34.7286030400 69.5780300000 65.0159427000 06.1293000000 76.8572650000
42.3153000000 59.2256919500 93.0053000000 26.8780000000 22.2061396700
69.7440000000 22.0078400000 03.5105236300 58.9127579000 91.7646000000
02.6954732000 41.6820000000 59.8871900000 21.8907028000 13.9057840000
08.8288055800 80.4266400000 23.4144580000 15.8200000000 83.8160660000
70.6285395400 10.3790000000 30.7543700000 15.3140000000 18.7025186000
32.1810000000 73.1883000000 42.7740000000 03.8389912000 85.3459293000
00.9768077930 24.2459000000 05.1615378350 09.6226400000 18.1338000000
38.9080500000 50.5621840000 11.7860000000 84.2291700000 84.1744953900
38.9577622300 79.0731021000 13.1681000000 78.6110000000 09.0720690000
84.6302900000 37.0390485000 40.0711000000 21.6457830000 53.9496000000
01.2062000000 75.5048858000 98.2039544600 55.8373650000 68.7335720000
82.3667237000 50.2212400000 77.3390790000 21.0425284000 30.5337724000
68.4487000000 80.6832000000 47.6708000000 15.5389000000 60.2735029700
11.1445917000 50.0109000000 67.0237900000 76.2480000000 23.2461379000
78.9491600000 20.1712440000 16.5566400000 60.0153298000 00.2948902000
87.5834510000 92.4460000000 41.7158000000 79.5931800000 17.9560000000
85.4877563000 29.4962000000 11.6038418300 53.5320000000 69.6805079600
66.9474700000 64.7148904000 99.6759590000 65.0509000000 98.7562000000
38.8808300000 95.3129460000 27.0481100000 81.3561000000 21.8504000000
01.0023001300 78.5910000000 35.1310000000 66.1761812000 73.1857905000
53.5443140000 22.9580000000 02.6300850000 39.4201251000 30.1761000000
70.9663000000 30.6039609000 34.1411030000 39.0099700000 24.6672000000
26.1775900000 47.4183719800 39.3161000000 79.6714120000 29.4976242300
69.8870000000 63.2266200000 27.5768800000 62.8000000000 62.1190000000
44.3440000000 74.9406000000 32.5455377000 34.5898550000 99.6886660000
14.9480000000 72.3303865000 81.3640000000 46.8859330000 79.4324000000
88.8872963000 86.6254000000 47.1031750000 25.6842000000 75.8359652500
13.5509065400 86.9882000000 85.1860000000 57.7690000000 52.5609598100
82.8308000000 40.9740000000 00.8462424800 00.7041194700 32.4720000000
34.4620000000 54.0081000000 48.7630000000 20.8477000000 43.3349041500
